workerid,problem,treatment,domain,questions,options,votes,predictions,elicitation_format
867,9,9,2,1,"[1, 7, 13, 19, 25]","[7, 1]","[7, 19]",approval2-approval2
867,10,9,2,2,"[2, 8, 14, 20, 26]","[8, 2]","[2, 14]",approval2-approval2
867,11,9,3,1,"[1, 7, 13, 19, 25]","[25, 19]","[13, 19]",approval2-approval2
867,12,9,3,2,"[2, 8, 14, 20, 26]","[14, 2]","[14, 20]",approval2-approval2
868,1,2,1,9,"[9, 15, 21, 27, 33]",[9],[33],top-top
868,2,2,1,10,"[10, 16, 22, 28, 34]",[28],[16],top-top
868,3,2,2,9,"[9, 15, 21, 27, 33]",[9],[15],top-top
868,4,2,2,10,"[10, 16, 22, 28, 34]",[34],[10],top-top
868,5,2,3,9,"[9, 15, 21, 27, 33]",[15],[33],top-top
868,6,2,3,10,"[10, 16, 22, 28, 34]",[22],[22],top-top
868,7,8,1,5,"[5, 11, 17, 23, 29]",[23],"[23, 29, 5]",top-approval3
868,8,8,1,6,"[6, 12, 18, 24, 30]",[24],"[24, 30, 18]",top-approval3
868,9,8,2,5,"[5, 11, 17, 23, 29]",[17],"[17, 5, 23]",top-approval3
868,10,8,2,6,"[6, 12, 18, 24, 30]",[12],"[12, 24, 18]",top-approval3
868,11,8,3,5,"[5, 11, 17, 23, 29]",[23],"[11, 29, 17]",top-approval3
868,12,8,3,6,"[6, 12, 18, 24, 30]",[24],"[24, 12, 30]",top-approval3
869,1,6,1,3,"[3, 9, 15, 21, 27]","[9, 3, 15, 21, 27]","[15, 3, 9, 21, 27]",rank-rank
869,2,6,1,4,"[4, 10, 16, 22, 28]","[10, 22, 16, 4, 28]","[10, 22, 16, 28, 4]",rank-rank
869,3,6,2,3,"[3, 9, 15, 21, 27]","[15, 21, 3, 27, 9]","[27, 3, 15, 21, 9]",rank-rank
869,4,6,2,4,"[4, 10, 16, 22, 28]","[4, 16, 28, 22, 10]","[4, 10, 22, 16, 28]",rank-rank
869,5,6,3,3,"[3, 9, 15, 21, 27]","[21, 9, 27, 15, 3]","[27, 15, 21, 3, 9]",rank-rank
869,6,6,3,4,"[4, 10, 16, 22, 28]","[16, 4, 22, 28, 10]","[16, 10, 28, 22, 4]",rank-rank
869,7,9,1,3,"[3, 9, 15, 21, 27]","[9, 3]","[9, 3]",approval2-approval2
869,8,9,1,4,"[4, 10, 16, 22, 28]","[10, 22]","[22, 10]",approval2-approval2
869,9,9,2,3,"[3, 9, 15, 21, 27]","[27, 21]","[27, 3]",approval2-approval2
869,10,9,2,4,"[4, 10, 16, 22, 28]","[4, 16]","[4, 16]",approval2-approval2
869,11,9,3,3,"[3, 9, 15, 21, 27]","[3, 27]","[3, 21]",approval2-approval2
869,12,9,3,4,"[4, 10, 16, 22, 28]","[10, 28]","[16, 28]",approval2-approval2
870,1,7,1,5,"[5, 11, 17, 23, 29]","[11, 17, 29]","[23, 5, 11, 17, 29]",approval3-rank
870,2,7,1,6,"[6, 12, 18, 24, 30]","[24, 6, 18]","[12, 18, 24, 6, 30]",approval3-rank
870,3,7,2,5,"[5, 11, 17, 23, 29]","[11, 23, 5]","[17, 11, 5, 29, 23]",approval3-rank
870,4,7,2,6,"[6, 12, 18, 24, 30]","[30, 18, 24]","[6, 12, 24, 30, 18]",approval3-rank
870,5,7,3,5,"[5, 11, 17, 23, 29]","[17, 23, 5]","[29, 23, 5, 17, 11]",approval3-rank
870,6,7,3,6,"[6, 12, 18, 24, 30]","[12, 18, 30]","[24, 6, 12, 18, 30]",approval3-rank
870,7,8,1,7,"[7, 13, 19, 25, 31]",[13],"[25, 7, 13]",top-approval3
870,8,8,1,8,"[8, 14, 20, 26, 32]",[32],"[32, 8, 14]",top-approval3
870,9,8,2,7,"[7, 13, 19, 25, 31]",[13],"[13, 25, 7]",top-approval3
870,10,8,2,8,"[8, 14, 20, 26, 32]",[8],"[26, 14, 32]",top-approval3
870,11,8,3,7,"[7, 13, 19, 25, 31]",[13],"[31, 13, 7]",top-approval3
870,12,8,3,8,"[8, 14, 20, 26, 32]",[14],"[14, 20, 32]",top-approval3
871,1,5,1,3,"[3, 9, 15, 21, 27]","[3, 21, 9, 15, 27]",[3],rank-top
871,2,5,1,4,"[4, 10, 16, 22, 28]","[22, 28, 10, 4, 16]",[22],rank-top
871,3,5,2,3,"[3, 9, 15, 21, 27]","[27, 9, 15, 3, 21]",[27],rank-top
871,4,5,2,4,"[4, 10, 16, 22, 28]","[22, 4, 28, 10, 16]",[22],rank-top
871,5,5,3,3,"[3, 9, 15, 21, 27]","[21, 9, 15, 3, 27]",[21],rank-top
871,6,5,3,4,"[4, 10, 16, 22, 28]","[28, 22, 4, 16, 10]",[28],rank-top
871,7,8,1,9,"[9, 15, 21, 27, 33]",[21],"[21, 9, 33]",top-approval3
871,8,8,1,10,"[10, 16, 22, 28, 34]",[28],"[10, 22, 28]",top-approval3
871,9,8,2,9,"[9, 15, 21, 27, 33]",[9],"[9, 15, 27]",top-approval3
871,10,8,2,10,"[10, 16, 22, 28, 34]",[22],"[22, 28, 16]",top-approval3
871,11,8,3,9,"[9, 15, 21, 27, 33]",[21],"[21, 9, 27]",top-approval3
871,12,8,3,10,"[10, 16, 22, 28, 34]",[28],"[28, 34, 22]",top-approval3
872,1,1,1,5,"[5, 11, 17, 23, 29]",[23],[],top-none
872,2,1,1,6,"[6, 12, 18, 24, 30]",[24],[],top-none
872,3,1,2,5,"[5, 11, 17, 23, 29]",[23],[],top-none
872,4,1,2,6,"[6, 12, 18, 24, 30]",[30],[],top-none
872,5,1,3,5,"[5, 11, 17, 23, 29]",[17],[],top-none
872,6,1,3,6,"[6, 12, 18, 24, 30]",[18],[],top-none
872,7,9,1,5,"[5, 11, 17, 23, 29]","[11, 5]","[5, 23]",approval2-approval2
872,8,9,1,6,"[6, 12, 18, 24, 30]","[6, 12]","[24, 18]",approval2-approval2
872,9,9,2,5,"[5, 11, 17, 23, 29]","[23, 29]","[29, 11]",approval2-approval2
872,10,9,2,6,"[6, 12, 18, 24, 30]","[18, 30]","[30, 18]",approval2-approval2
872,11,9,3,5,"[5, 11, 17, 23, 29]","[17, 29]","[11, 17]",approval2-approval2
872,12,9,3,6,"[6, 12, 18, 24, 30]","[6, 12]","[6, 12]",approval2-approval2
873,1,6,1,5,"[5, 11, 17, 23, 29]","[5, 29, 11, 17, 23]","[29, 5, 17, 11, 23]",rank-rank
873,2,6,1,6,"[6, 12, 18, 24, 30]","[24, 12, 6, 18, 30]","[12, 24, 18, 6, 30]",rank-rank
873,3,6,2,5,"[5, 11, 17, 23, 29]","[29, 11, 23, 17, 5]","[11, 29, 17, 23, 5]",rank-rank
873,4,6,2,6,"[6, 12, 18, 24, 30]","[30, 6, 18, 24, 12]","[6, 30, 24, 12, 18]",rank-rank
873,5,6,3,5,"[5, 11, 17, 23, 29]","[5, 17, 23, 29, 11]","[5, 17, 23, 29, 11]",rank-rank
873,6,6,3,6,"[6, 12, 18, 24, 30]","[30, 12, 18, 6, 24]","[30, 12, 18, 6, 24]",rank-rank
873,7,8,1,11,"[11, 17, 23, 29, 35]",[35],"[29, 17, 11]",top-approval3
873,8,8,1,12,"[12, 18, 24, 30, 36]",[24],"[18, 12, 24]",top-approval3
873,9,8,2,11,"[11, 17, 23, 29, 35]",[23],"[35, 23, 17]",top-approval3
873,10,8,2,12,"[12, 18, 24, 30, 36]",[30],"[18, 30, 24]",top-approval3
873,11,8,3,11,"[11, 17, 23, 29, 35]",[23],"[29, 23, 17]",top-approval3
873,12,8,3,12,"[12, 18, 24, 30, 36]",[30],"[18, 24, 30]",top-approval3
874,1,4,1,1,"[1, 7, 13, 19, 25]","[1, 19, 13, 7, 25]",[],rank-none
874,2,4,1,2,"[2, 8, 14, 20, 26]","[2, 20, 26, 14, 8]",[],rank-none
874,3,4,2,1,"[1, 7, 13, 19, 25]","[7, 19, 25, 13, 1]",[],rank-none
874,4,4,2,2,"[2, 8, 14, 20, 26]","[2, 26, 20, 14, 8]",[],rank-none
874,5,4,3,1,"[1, 7, 13, 19, 25]","[13, 7, 19, 25, 1]",[],rank-none
874,6,4,3,2,"[2, 8, 14, 20, 26]","[26, 14, 2, 20, 8]",[],rank-none
874,7,5,1,5,"[5, 11, 17, 23, 29]","[5, 29, 17, 11, 23]",[5],rank-top
874,8,5,1,6,"[6, 12, 18, 24, 30]","[6, 12, 18, 24, 30]",[6],rank-top
874,9,5,2,5,"[5, 11, 17, 23, 29]","[17, 23, 5, 29, 11]",[17],rank-top
874,10,5,2,6,"[6, 12, 18, 24, 30]","[6, 18, 24, 30, 12]",[6],rank-top
874,11,5,3,5,"[5, 11, 17, 23, 29]","[23, 29, 5, 17, 11]",[23],rank-top
874,12,5,3,6,"[6, 12, 18, 24, 30]","[6, 24, 30, 18, 12]",[6],rank-top
875,1,2,1,11,"[11, 17, 23, 29, 35]",[29],[35],top-top
875,2,2,1,12,"[12, 18, 24, 30, 36]",[12],[24],top-top
875,3,2,2,11,"[11, 17, 23, 29, 35]",[35],[17],top-top
875,4,2,2,12,"[12, 18, 24, 30, 36]",[30],[24],top-top
875,5,2,3,11,"[11, 17, 23, 29, 35]",[23],[29],top-top
875,6,2,3,12,"[12, 18, 24, 30, 36]",[18],[30],top-top
875,7,4,1,3,"[3, 9, 15, 21, 27]","[21, 9, 15, 3, 27]",[],rank-none
875,8,4,1,4,"[4, 10, 16, 22, 28]","[16, 22, 10, 4, 28]",[],rank-none
875,9,4,2,3,"[3, 9, 15, 21, 27]","[9, 15, 27, 21, 3]",[],rank-none
875,10,4,2,4,"[4, 10, 16, 22, 28]","[22, 28, 10, 4, 16]",[],rank-none
875,11,4,3,3,"[3, 9, 15, 21, 27]","[21, 15, 9, 27, 3]",[],rank-none
875,12,4,3,4,"[4, 10, 16, 22, 28]","[16, 4, 28, 10, 22]",[],rank-none
876,1,6,1,7,"[7, 13, 19, 25, 31]","[7, 13, 25, 31, 19]","[7, 25, 13, 19, 31]",rank-rank
876,2,6,1,8,"[8, 14, 20, 26, 32]","[26, 20, 32, 14, 8]","[26, 14, 8, 20, 32]",rank-rank
876,3,6,2,7,"[7, 13, 19, 25, 31]","[19, 7, 31, 25, 13]","[19, 13, 7, 25, 31]",rank-rank
876,4,6,2,8,"[8, 14, 20, 26, 32]","[26, 20, 14, 8, 32]","[26, 14, 32, 8, 20]",rank-rank
876,5,6,3,7,"[7, 13, 19, 25, 31]","[13, 19, 31, 25, 7]","[13, 19, 25, 7, 31]",rank-rank
876,6,6,3,8,"[8, 14, 20, 26, 32]","[8, 20, 26, 32, 14]","[8, 14, 20, 26, 32]",rank-rank
876,7,7,1,7,"[7, 13, 19, 25, 31]","[31, 19, 25]","[13, 31, 25, 19, 7]",approval3-rank
876,8,7,1,8,"[8, 14, 20, 26, 32]","[26, 32, 8]","[14, 8, 26, 32, 20]",approval3-rank
876,9,7,2,7,"[7, 13, 19, 25, 31]","[31, 25, 7]","[19, 25, 31, 7, 13]",approval3-rank
876,10,7,2,8,"[8, 14, 20, 26, 32]","[26, 14, 20]","[32, 26, 20, 14, 8]",approval3-rank
876,11,7,3,7,"[7, 13, 19, 25, 31]","[31, 13, 19]","[7, 13, 19, 31, 25]",approval3-rank
876,12,7,3,8,"[8, 14, 20, 26, 32]","[14, 32, 8]","[20, 8, 32, 14, 26]",approval3-rank
877,1,2,1,1,"[1, 7, 13, 19, 25]",[1],[7],top-top
877,2,2,1,2,"[2, 8, 14, 20, 26]",[20],[2],top-top
877,3,2,2,1,"[1, 7, 13, 19, 25]",[7],[19],top-top
877,4,2,2,2,"[2, 8, 14, 20, 26]",[8],[2],top-top
877,5,2,3,1,"[1, 7, 13, 19, 25]",[7],[7],top-top
877,6,2,3,2,"[2, 8, 14, 20, 26]",[2],[2],top-top
877,7,6,1,9,"[9, 15, 21, 27, 33]","[21, 9, 33, 15, 27]","[9, 21, 15, 33, 27]",rank-rank
877,8,6,1,10,"[10, 16, 22, 28, 34]","[22, 10, 28, 34, 16]","[10, 22, 34, 28, 16]",rank-rank
877,9,6,2,9,"[9, 15, 21, 27, 33]","[9, 27, 21, 33, 15]","[27, 9, 21, 15, 33]",rank-rank
877,10,6,2,10,"[10, 16, 22, 28, 34]","[22, 28, 10, 16, 34]","[28, 22, 34, 10, 16]",rank-rank
877,11,6,3,9,"[9, 15, 21, 27, 33]","[21, 33, 15, 27, 9]","[21, 33, 15, 27, 9]",rank-rank
877,12,6,3,10,"[10, 16, 22, 28, 34]","[22, 34, 16, 10, 28]","[22, 34, 16, 10, 28]",rank-rank
878,1,1,1,7,"[7, 13, 19, 25, 31]",[25],[],top-none
878,2,1,1,8,"[8, 14, 20, 26, 32]",[14],[],top-none
878,3,1,2,7,"[7, 13, 19, 25, 31]",[31],[],top-none
878,4,1,2,8,"[8, 14, 20, 26, 32]",[20],[],top-none
878,5,1,3,7,"[7, 13, 19, 25, 31]",[None],[],top-none
878,6,1,3,8,"[8, 14, 20, 26, 32]",[None],[],top-none
878,7,6,1,11,"[11, 17, 23, 29, 35]","[35, 11, 29, 17, 23]","[35, 11, 29, 17, 23]",rank-rank
878,8,6,1,12,"[12, 18, 24, 30, 36]","[36, 18, 24, 12, 30]","[36, 18, 24, 30, 12]",rank-rank
878,9,6,2,11,"[11, 17, 23, 29, 35]","[35, 11, 29, 23, 17]","[35, 11, 29, 17, 23]",rank-rank
878,10,6,2,12,"[12, 18, 24, 30, 36]","[36, 24, 30, 18, 12]","[30, 36, 24, 12, 18]",rank-rank
878,11,6,3,11,"[11, 17, 23, 29, 35]","[11, 17, 23, 35, 29]","[11, 17, 23, 29, 35]",rank-rank
878,12,6,3,12,"[12, 18, 24, 30, 36]","[12, 30, 36, 18, 24]","[12, 30, 24, 36, 18]",rank-rank
879,1,5,1,7,"[7, 13, 19, 25, 31]","[7, 31, 13, 25, 19]",[13],rank-top
879,2,5,1,8,"[8, 14, 20, 26, 32]","[14, 32, 26, 8, 20]",[26],rank-top
879,3,5,2,7,"[7, 13, 19, 25, 31]","[13, 25, 7, 31, 19]",[7],rank-top
879,4,5,2,8,"[8, 14, 20, 26, 32]","[26, 8, 14, 20, 32]",[20],rank-top
879,5,5,3,7,"[7, 13, 19, 25, 31]","[7, 25, 13, 19, 31]",[31],rank-top
879,6,5,3,8,"[8, 14, 20, 26, 32]","[26, 32, 20, 8, 14]",[14],rank-top
879,7,7,1,9,"[9, 15, 21, 27, 33]","[21, 33, 27]","[21, 33, 27, 9, 15]",approval3-rank
879,8,7,1,10,"[10, 16, 22, 28, 34]","[22, 28, 34]","[16, 28, 10, 22, 34]",approval3-rank
879,9,7,2,9,"[9, 15, 21, 27, 33]","[9, 27, 15]","[33, 21, 9, 27, 15]",approval3-rank
879,10,7,2,10,"[10, 16, 22, 28, 34]","[16, 34, 10]","[22, 28, 16, 10, 34]",approval3-rank
879,11,7,3,9,"[9, 15, 21, 27, 33]","[27, 9, 15]","[21, 33, 15, 9, 27]",approval3-rank
879,12,7,3,10,"[10, 16, 22, 28, 34]","[16, 34, 22]","[10, 28, 22, 34, 16]",approval3-rank
880,1,1,1,9,"[9, 15, 21, 27, 33]",[21],[],top-none
880,2,1,1,10,"[10, 16, 22, 28, 34]",[10],[],top-none
880,3,1,2,9,"[9, 15, 21, 27, 33]",[33],[],top-none
880,4,1,2,10,"[10, 16, 22, 28, 34]",[34],[],top-none
880,5,1,3,9,"[9, 15, 21, 27, 33]",[33],[],top-none
880,6,1,3,10,"[10, 16, 22, 28, 34]",[28],[],top-none
880,7,3,1,11,"[11, 17, 23, 29, 35]",[11],"[11, 35, 29, 17, 23]",top-rank
880,8,3,1,12,"[12, 18, 24, 30, 36]",[12],"[30, 36, 12, 24, 18]",top-rank
880,9,3,2,11,"[11, 17, 23, 29, 35]",[11],"[29, 35, 17, 11, 23]",top-rank
880,10,3,2,12,"[12, 18, 24, 30, 36]",[36],"[24, 36, 30, 12, 18]",top-rank
880,11,3,3,11,"[11, 17, 23, 29, 35]",[35],"[17, 23, 11, 35, 29]",top-rank
880,12,3,3,12,"[12, 18, 24, 30, 36]",[36],"[24, 18, 36, 12, 30]",top-rank
881,1,1,1,11,"[11, 17, 23, 29, 35]",[29],[],top-none
881,2,1,1,12,"[12, 18, 24, 30, 36]",[36],[],top-none
881,3,1,2,11,"[11, 17, 23, 29, 35]",[11],[],top-none
881,4,1,2,12,"[12, 18, 24, 30, 36]",[24],[],top-none
881,5,1,3,11,"[11, 17, 23, 29, 35]",[None],[],top-none
881,6,1,3,12,"[12, 18, 24, 30, 36]",[None],[],top-none
881,7,8,1,1,"[1, 7, 13, 19, 25]",[1],"[19, 1, 13]",top-approval3
881,8,8,1,2,"[2, 8, 14, 20, 26]",[2],"[20, 2, 14]",top-approval3
881,9,8,2,1,"[1, 7, 13, 19, 25]",[13],"[13, 19, 7]",top-approval3
881,10,8,2,2,"[2, 8, 14, 20, 26]",[20],"[26, 20, 8]",top-approval3
881,11,8,3,1,"[1, 7, 13, 19, 25]",[19],"[7, 19, 13]",top-approval3
881,12,8,3,2,"[2, 8, 14, 20, 26]",[26],"[26, 20, 14]",top-approval3
882,1,2,1,3,"[3, 9, 15, 21, 27]",[3],[21],top-top
882,2,2,1,4,"[4, 10, 16, 22, 28]",[22],[4],top-top
882,3,2,2,3,"[3, 9, 15, 21, 27]",[3],[15],top-top
882,4,2,2,4,"[4, 10, 16, 22, 28]",[28],[4],top-top
882,5,2,3,3,"[3, 9, 15, 21, 27]",[27],[15],top-top
882,6,2,3,4,"[4, 10, 16, 22, 28]",[22],[28],top-top
882,7,9,1,7,"[7, 13, 19, 25, 31]","[13, 7]","[25, 19]",approval2-approval2
882,8,9,1,8,"[8, 14, 20, 26, 32]","[20, 32]","[20, 32]",approval2-approval2
882,9,9,2,7,"[7, 13, 19, 25, 31]","[13, 7]","[13, 7]",approval2-approval2
882,10,9,2,8,"[8, 14, 20, 26, 32]","[8, 32]","[26, 32]",approval2-approval2
882,11,9,3,7,"[7, 13, 19, 25, 31]","[13, 19]","[13, 19]",approval2-approval2
882,12,9,3,8,"[8, 14, 20, 26, 32]","[14, 26]","[14, 8]",approval2-approval2
883,1,3,1,1,"[1, 7, 13, 19, 25]",[1],"[25, 19, 1, 13, 7]",top-rank
883,2,3,1,2,"[2, 8, 14, 20, 26]",[26],"[20, 14, 2, 8, 26]",top-rank
883,3,3,2,1,"[1, 7, 13, 19, 25]",[1],"[13, 25, 19, 1, 7]",top-rank
883,4,3,2,2,"[2, 8, 14, 20, 26]",[26],"[2, 14, 26, 20, 8]",top-rank
883,5,3,3,1,"[1, 7, 13, 19, 25]",[1],"[13, 1, 25, 19, 7]",top-rank
883,6,3,3,2,"[2, 8, 14, 20, 26]",[26],"[26, 8, 2, 14, 20]",top-rank
883,7,7,1,11,"[11, 17, 23, 29, 35]","[23, 29, 35]","[35, 11, 29, 23, 17]",approval3-rank
883,8,7,1,12,"[12, 18, 24, 30, 36]","[36, 24, 18]","[18, 36, 12, 24, 30]",approval3-rank
883,9,7,2,11,"[11, 17, 23, 29, 35]","[23, 17, 29]","[29, 17, 23, 11, 35]",approval3-rank
883,10,7,2,12,"[12, 18, 24, 30, 36]","[18, 30, 12]","[12, 18, 36, 24, 30]",approval3-rank
883,11,7,3,11,"[11, 17, 23, 29, 35]","[11, 35, 29]","[17, 23, 11, 29, 35]",approval3-rank
883,12,7,3,12,"[12, 18, 24, 30, 36]","[24, 18, 30]","[24, 36, 30, 18, 12]",approval3-rank
884,1,5,1,9,"[9, 15, 21, 27, 33]","[27, 9, 33, 15, 21]",[9],rank-top
884,2,5,1,10,"[10, 16, 22, 28, 34]","[10, 28, 34, 22, 16]",[16],rank-top
884,3,5,2,9,"[9, 15, 21, 27, 33]","[15, 27, 9, 21, 33]",[27],rank-top
884,4,5,2,10,"[10, 16, 22, 28, 34]","[10, 34, 16, 28, 22]",[28],rank-top
884,5,5,3,9,"[9, 15, 21, 27, 33]","[9, 27, 21, 33, 15]",[21],rank-top
884,6,5,3,10,"[10, 16, 22, 28, 34]","[16, 22, 10, 34, 28]",[10],rank-top
884,7,6,1,1,"[1, 7, 13, 19, 25]","[19, 13, 1, 7, 25]","[19, 13, 1, 7, 25]",rank-rank
884,8,6,1,2,"[2, 8, 14, 20, 26]","[20, 26, 2, 14, 8]","[20, 26, 2, 14, 8]",rank-rank
884,9,6,2,1,"[1, 7, 13, 19, 25]","[7, 25, 19, 13, 1]","[7, 25, 19, 13, 1]",rank-rank
884,10,6,2,2,"[2, 8, 14, 20, 26]","[26, 20, 2, 8, 14]","[26, 20, 2, 8, 14]",rank-rank
884,11,6,3,1,"[1, 7, 13, 19, 25]","[13, 1, 19, 25, 7]","[13, 1, 25, 7, 19]",rank-rank
884,12,6,3,2,"[2, 8, 14, 20, 26]","[20, 14, 8, 2, 26]","[20, 14, 26, 8, 2]",rank-rank
885,1,2,1,5,"[5, 11, 17, 23, 29]",[5],[5],top-top
885,2,2,1,6,"[6, 12, 18, 24, 30]",[6],[6],top-top
885,3,2,2,5,"[5, 11, 17, 23, 29]",[5],[5],top-top
885,4,2,2,6,"[6, 12, 18, 24, 30]",[6],[30],top-top
885,5,2,3,5,"[5, 11, 17, 23, 29]",[17],[11],top-top
885,6,2,3,6,"[6, 12, 18, 24, 30]",[30],[18],top-top
885,7,8,1,3,"[3, 9, 15, 21, 27]",[9],"[9, 3, 21]",top-approval3
885,8,8,1,4,"[4, 10, 16, 22, 28]",[22],"[22, 28, 10]",top-approval3
885,9,8,2,3,"[3, 9, 15, 21, 27]",[15],"[15, 3, 21]",top-approval3
885,10,8,2,4,"[4, 10, 16, 22, 28]",[4],"[4, 10, 16]",top-approval3
885,11,8,3,3,"[3, 9, 15, 21, 27]",[3],"[21, 15, 3]",top-approval3
885,12,8,3,4,"[4, 10, 16, 22, 28]",[10],"[28, 10, 22]",top-approval3
886,1,4,1,5,"[5, 11, 17, 23, 29]","[5, 23, 29, 17, 11]",[],rank-none
886,2,4,1,6,"[6, 12, 18, 24, 30]","[30, 18, 12, 6, 24]",[],rank-none
886,3,4,2,5,"[5, 11, 17, 23, 29]","[5, 11, 17, 29, 23]",[],rank-none
886,4,4,2,6,"[6, 12, 18, 24, 30]","[18, 12, 24, 30, 6]",[],rank-none
886,5,4,3,5,"[5, 11, 17, 23, 29]","[5, 23, 17, 29, 11]",[],rank-none
886,6,4,3,6,"[6, 12, 18, 24, 30]","[30, 6, 18, 12, 24]",[],rank-none
886,7,7,1,1,"[1, 7, 13, 19, 25]","[1, 19, 7]","[1, 7, 19, 13, 25]",approval3-rank
886,8,7,1,2,"[2, 8, 14, 20, 26]","[2, 8, 20]","[14, 26, 20, 8, 2]",approval3-rank
886,9,7,2,1,"[1, 7, 13, 19, 25]","[1, 7, 25]","[13, 1, 7, 19, 25]",approval3-rank
886,10,7,2,2,"[2, 8, 14, 20, 26]","[2, 26, 20]","[26, 20, 14, 2, 8]",approval3-rank
886,11,7,3,1,"[1, 7, 13, 19, 25]","[7, 19, 13]","[1, 25, 13, 7, 19]",approval3-rank
886,12,7,3,2,"[2, 8, 14, 20, 26]","[8, 2, 20]","[14, 2, 8, 26, 20]",approval3-rank
887,1,6,1,3,"[3, 9, 15, 21, 27]","[9, 27, 15, 21, 3]","[21, 9, 3, 27, 15]",rank-rank
887,2,6,1,4,"[4, 10, 16, 22, 28]","[16, 28, 10, 22, 4]","[22, 10, 4, 16, 28]",rank-rank
887,3,6,2,3,"[3, 9, 15, 21, 27]","[27, 9, 3, 21, 15]","[15, 3, 27, 21, 9]",rank-rank
887,4,6,2,4,"[4, 10, 16, 22, 28]","[28, 22, 4, 16, 10]","[10, 4, 16, 28, 22]",rank-rank
887,5,6,3,3,"[3, 9, 15, 21, 27]","[3, 15, 21, 27, 9]","[3, 15, 21, 27, 9]",rank-rank
887,6,6,3,4,"[4, 10, 16, 22, 28]","[28, 4, 10, 22, 16]","[28, 4, 10, 22, 16]",rank-rank
887,7,9,1,9,"[9, 15, 21, 27, 33]","[21, 33]","[33, 21]",approval2-approval2
887,8,9,1,10,"[10, 16, 22, 28, 34]","[28, 22]","[28, 22]",approval2-approval2
887,9,9,2,9,"[9, 15, 21, 27, 33]","[27, 9]","[27, 33]",approval2-approval2
887,10,9,2,10,"[10, 16, 22, 28, 34]","[28, 16]","[28, 16]",approval2-approval2
887,11,9,3,9,"[9, 15, 21, 27, 33]","[9, 15]","[21, 9]",approval2-approval2
887,12,9,3,10,"[10, 16, 22, 28, 34]","[22, 28]","[22, 28]",approval2-approval2
888,1,4,1,7,"[7, 13, 19, 25, 31]","[13, 7, 25, 19, 31]",[],rank-none
888,2,4,1,8,"[8, 14, 20, 26, 32]","[32, 8, 14, 20, 26]",[],rank-none
888,3,4,2,7,"[7, 13, 19, 25, 31]","[7, 31, 13, 19, 25]",[],rank-none
888,4,4,2,8,"[8, 14, 20, 26, 32]","[32, 26, 8, 20, 14]",[],rank-none
888,5,4,3,7,"[7, 13, 19, 25, 31]","[31, 25, 7, 13, 19]",[],rank-none
888,6,4,3,8,"[8, 14, 20, 26, 32]","[8, 20, 32, 14, 26]",[],rank-none
888,7,5,1,11,"[11, 17, 23, 29, 35]","[35, 17, 23, 29, 11]",[23],rank-top
888,8,5,1,12,"[12, 18, 24, 30, 36]","[30, 36, 24, 12, 18]",[18],rank-top
888,9,5,2,11,"[11, 17, 23, 29, 35]","[29, 17, 11, 35, 23]",[11],rank-top
888,10,5,2,12,"[12, 18, 24, 30, 36]","[30, 18, 36, 12, 24]",[18],rank-top
888,11,5,3,11,"[11, 17, 23, 29, 35]","[23, 35, 11, 29, 17]",[17],rank-top
888,12,5,3,12,"[12, 18, 24, 30, 36]","[24, 12, 36, 30, 18]",[30],rank-top
889,1,3,1,3,"[3, 9, 15, 21, 27]",[9],"[21, 9, 27, 3, 15]",top-rank
889,2,3,1,4,"[4, 10, 16, 22, 28]",[16],"[10, 22, 16, 4, 28]",top-rank
889,3,3,2,3,"[3, 9, 15, 21, 27]",[3],"[27, 15, 9, 3, 21]",top-rank
889,4,3,2,4,"[4, 10, 16, 22, 28]",[16],"[28, 22, 4, 10, 16]",top-rank
889,5,3,3,3,"[3, 9, 15, 21, 27]",[27],"[3, 21, 15, 27, 9]",top-rank
889,6,3,3,4,"[4, 10, 16, 22, 28]",[16],"[28, 22, 10, 16, 4]",top-rank
889,7,8,1,5,"[5, 11, 17, 23, 29]",[11],"[17, 29, 5]",top-approval3
889,8,8,1,6,"[6, 12, 18, 24, 30]",[30],"[30, 6, 18]",top-approval3
889,9,8,2,5,"[5, 11, 17, 23, 29]",[5],"[5, 29, 23]",top-approval3
889,10,8,2,6,"[6, 12, 18, 24, 30]",[18],"[6, 18, 30]",top-approval3
889,11,8,3,5,"[5, 11, 17, 23, 29]",[17],"[17, 23, 11]",top-approval3
889,12,8,3,6,"[6, 12, 18, 24, 30]",[30],"[18, 30, 24]",top-approval3
890,1,4,1,9,"[9, 15, 21, 27, 33]","[15, 21, 33, 27, 9]",[],rank-none
890,2,4,1,10,"[10, 16, 22, 28, 34]","[16, 22, 34, 10, 28]",[],rank-none
890,3,4,2,9,"[9, 15, 21, 27, 33]","[27, 21, 15, 9, 33]",[],rank-none
890,4,4,2,10,"[10, 16, 22, 28, 34]","[28, 22, 10, 34, 16]",[],rank-none
890,5,4,3,9,"[9, 15, 21, 27, 33]","[27, 9, 21, 33, 15]",[],rank-none
890,6,4,3,10,"[10, 16, 22, 28, 34]","[22, 28, 34, 10, 16]",[],rank-none
890,7,6,1,5,"[5, 11, 17, 23, 29]","[29, 5, 23, 11, 17]","[29, 5, 23, 11, 17]",rank-rank
890,8,6,1,6,"[6, 12, 18, 24, 30]","[12, 18, 6, 24, 30]","[12, 18, 6, 24, 30]",rank-rank
